rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/loss,train/n_updates,train/value_loss,train/std,train/approx_kl,train/explained_variance,train/clip_range,train/entropy_loss,train/clip_fraction
-3.7754933834075928,1,34.648148148148145,2048,2,814,,,,,,,,,,,
-3.4191806316375732,2,36.05,4096,7,583,0.00029969279999999995,-0.006767876859521493,0.6699057221412659,10,2.532973812520504,0.9978117942810059,0.002720003,0.0001798868179321289,0.2,-11.342962503433228,0.00361328125
-3.176553249359131,3,37.66,6144,11,523,0.0002993856,-0.008997349531273357,0.5423797369003296,20,1.4781511522829534,0.9995598793029785,0.004534684,0.011165440082550049,0.2,-11.339352649450301,0.0095703125
-3.0137691497802734,4,37.57,8192,16,507,0.00029907839999999996,-0.012039731812546962,0.20241031050682068,30,0.9448389131575823,1.0056135654449463,0.0071991393,0.033275306224823,0.2,-11.373818308115005,0.032568359375
-3.0293920040130615,5,39.99,10240,21,482,0.0002987712,-0.016397324507124722,0.1489432454109192,40,0.8207760341465473,1.005035161972046,0.010245822,0.00837939977645874,0.2,-11.390881043672561,0.061328125
-3.059584617614746,6,43.27,12288,25,482,0.00029846399999999997,-0.015940769942244516,0.014985531568527222,50,0.42693319320678713,1.0008138418197632,0.007946348,0.062144458293914795,0.2,-11.374726450443267,0.05361328125
-2.9313433170318604,7,44.74,14336,29,484,0.00029815679999999994,-0.014932241919450463,0.0625825971364975,60,0.4296216905117035,0.9990371465682983,0.007410025,-0.03854072093963623,0.2,-11.350671648979187,0.0564453125
-2.9073188304901123,8,48.32,16384,33,482,0.0002978496,-0.015873060157173314,-0.04828840494155884,70,0.24884146973490714,0.9938920140266418,0.0069953324,-0.06597900390625,0.2,-11.317608332633972,0.042626953125
